"Date","Price","Open","High","Low","Vol.","Change %"
"05/07/2025","7.650","7.800","7.810","7.630","6.17M","-1.16%"
"05/06/2025","7.740","7.770","7.845","7.680","6.02M","-2.15%"
"05/05/2025","7.910","7.840","8.010","7.773","6.72M","-0.50%"
"05/02/2025","7.950","7.920","8.145","7.875","6.93M","1.53%"
"05/01/2025","7.830","7.810","8.035","7.690","5.98M","1.42%"
"04/30/2025","7.720","7.430","7.730","7.345","6.58M","1.18%"
"04/29/2025","7.630","7.290","7.655","7.260","6.50M","3.39%"
"04/28/2025","7.380","7.250","7.425","7.020","7.77M","0.14%"
"04/25/2025","7.370","7.320","7.470","7.280","4.62M","0.14%"
"04/24/2025","7.360","7.310","7.450","7.220","5.73M","1.80%"
"04/23/2025","7.230","7.250","7.505","7.150","8.67M","4.03%"
"04/22/2025","6.950","7.020","7.080","6.855","7.32M","1.31%"
"04/21/2025","6.860","7.210","7.250","6.790","7.55M","-5.90%"
"04/17/2025","7.290","7.640","7.690","7.270","7.62M","-3.95%"
"04/16/2025","7.590","7.740","7.799","7.500","4.58M","-3.44%"
"04/15/2025","7.860","7.650","7.910","7.550","6.51M","3.29%"
"04/14/2025","7.610","7.800","7.810","7.400","5.46M","1.33%"
"04/11/2025","7.510","7.460","7.550","7.035","7.16M","0.40%"
"04/10/2025","7.480","7.835","7.917","7.390","6.51M","-6.97%"
"04/09/2025","8.040","7.370","8.150","7.085","14.88M","5.65%"
"04/08/2025","7.610","8.370","8.405","7.435","8.73M","-5.93%"
"04/07/2025","8.090","7.800","8.810","7.770","10.94M","-2.29%"
"04/04/2025","8.280","8.130","8.390","7.815","9.03M","-1.78%"
"04/03/2025","8.430","8.630","8.750","8.385","8.67M","-6.12%"
"04/02/2025","8.980","8.610","9.080","8.610","6.86M","2.98%"
"04/01/2025","8.720","8.690","8.995","8.570","7.21M","-0.11%"
"03/31/2025","8.730","8.940","8.955","8.509","7.91M","-4.38%"
"03/28/2025","9.130","9.290","9.380","9.000","6.82M","-2.25%"
"03/27/2025","9.340","9.300","9.610","9.210","7.17M","-0.53%"
"03/26/2025","9.390","9.450","9.540","9.170","5.77M","-0.42%"
"03/25/2025","9.430","9.400","9.690","9.270","6.98M","-1.87%"
"03/24/2025","9.610","9.500","9.710","9.310","6.28M","2.34%"
"03/21/2025","9.390","9.010","9.430","8.950","9.16M","3.30%"
"03/20/2025","9.090","8.760","9.340","8.700","5.26M","2.36%"
"03/19/2025","8.880","8.780","9.000","8.640","6.43M","0.68%"
"03/18/2025","8.820","8.890","8.910","8.560","5.33M","-2.00%"
"03/17/2025","9.000","8.760","9.140","8.710","6.22M","2.74%"
"03/14/2025","8.760","8.770","9.040","8.640","6.50M","0.34%"
"03/13/2025","8.730","8.740","9.050","8.460","7.41M","-0.80%"
"03/12/2025","8.800","8.800","8.915","8.575","6.04M","3.04%"
"03/11/2025","8.540","8.540","8.775","8.320","7.80M","-0.35%"
"03/10/2025","8.570","8.420","8.780","8.290","5.72M","1.06%"
"03/07/2025","8.480","8.760","8.800","8.120","5.35M","-2.53%"
"03/06/2025","8.700","8.940","9.365","8.690","5.30M","-5.02%"
"03/05/2025","9.160","9.090","9.170","8.930","5.17M","0.77%"
"03/04/2025","9.090","8.570","9.230","8.420","6.66M","4.60%"
"03/03/2025","8.690","9.000","9.160","8.610","6.79M","-3.34%"
"02/28/2025","8.990","8.930","9.055","8.770","6.11M","-0.22%"
"02/27/2025","9.010","9.565","9.740","8.980","9.02M","-4.66%"
"02/26/2025","9.450","9.290","9.790","9.260","6.82M","2.16%"
"02/25/2025","9.250","9.140","9.370","9.030","4.88M","1.65%"
"02/24/2025","9.100","9.030","9.300","8.725","8.77M","1.34%"
"02/21/2025","8.980","9.960","9.970","8.880","9.98M","-8.18%"
"02/20/2025","9.780","9.890","10.120","9.500","12.03M","-4.49%"
"02/19/2025","10.240","8.530","10.250","8.080","29.37M","28.32%"
"02/18/2025","7.980","7.990","7.995","7.760","9.34M","0.63%"
"02/14/2025","7.930","7.750","7.930","7.610","6.80M","4.62%"
"02/13/2025","7.580","7.530","7.600","7.440","6.05M","1.07%"
"02/12/2025","7.500","7.250","7.520","7.160","3.77M","0.81%"
"02/11/2025","7.440","7.820","7.950","7.370","8.78M","0.81%"
"02/10/2025","7.380","7.570","7.580","7.370","3.97M","-1.07%"
"02/07/2025","7.460","7.560","7.660","7.365","3.84M","-1.97%"
"02/06/2025","7.610","7.520","7.670","7.455","3.80M","1.33%"
"02/05/2025","7.510","7.310","7.600","7.300","4.87M","3.73%"
"02/04/2025","7.240","7.170","7.340","7.065","6.30M","1.26%"
"02/03/2025","7.150","6.990","7.200","6.960","5.44M","-1.38%"
"01/31/2025","7.250","7.510","7.590","7.155","4.99M","-3.72%"
"01/30/2025","7.530","7.360","7.690","7.360","5.99M","3.58%"
"01/29/2025","7.270","7.420","7.480","7.100","4.08M","-2.02%"
"01/28/2025","7.420","7.000","7.490","6.980","5.74M","5.70%"
"01/27/2025","7.020","6.890","7.200","6.870","5.54M","0.43%"
"01/24/2025","6.990","6.950","7.070","6.900","5.19M","1.16%"
"01/23/2025","6.910","6.830","6.930","6.740","4.19M","0.29%"
"01/22/2025","6.890","6.730","6.955","6.660","4.74M","2.07%"
"01/21/2025","6.750","6.850","6.900","6.684","4.76M","-0.15%"
"01/17/2025","6.760","6.840","6.920","6.710","6.02M","0.45%"
"01/16/2025","6.730","6.600","6.840","6.482","6.16M","1.05%"
"01/15/2025","6.660","6.370","6.845","6.000","13.89M","19.35%"
"01/14/2025","5.580","5.470","5.719","5.420","5.43M","3.72%"
"01/13/2025","5.380","5.240","5.380","5.100","4.71M","0.56%"
"01/10/2025","5.350","5.450","5.450","5.295","6.03M","-4.29%"
"01/08/2025","5.590","5.590","5.635","5.475","4.51M","0.00%"
"01/07/2025","5.590","5.870","5.910","5.560","5.22M","-4.12%"
"01/06/2025","5.830","5.900","5.940","5.820","4.55M","-0.85%"
"01/03/2025","5.880","5.800","5.880","5.720","3.61M","1.38%"
"01/02/2025","5.800","5.900","5.925","5.730","3.62M","-0.85%"
"12/31/2024","5.850","5.850","5.960","5.740","4.53M","1.04%"
"12/30/2024","5.790","5.780","5.850","5.685","3.37M","-1.03%"
"12/27/2024","5.850","5.960","5.990","5.810","2.74M","-2.50%"
"12/26/2024","6.000","5.930","6.040","5.920","2.26M","0.00%"
"12/24/2024","6.000","6.000","6.030","5.933","1.45M","-0.50%"
"12/23/2024","6.030","6.180","6.234","5.920","4.48M","-3.21%"
"12/20/2024","6.230","5.900","6.270","5.900","11.78M","4.18%"
"12/19/2024","5.980","6.070","6.150","5.920","5.16M","-0.33%"
"12/18/2024","6.000","6.510","6.570","5.990","6.54M","-10.45%"
"12/17/2024","6.700","6.770","6.810","6.600","3.01M","-2.05%"
"12/16/2024","6.840","6.780","6.875","6.700","2.63M","1.03%"
"12/13/2024","6.770","6.880","6.980","6.725","3.16M","-1.88%"
"12/12/2024","6.900","7.040","7.160","6.880","3.22M","-2.68%"
"12/11/2024","7.090","7.020","7.160","6.930","3.08M","2.60%"
"12/10/2024","6.910","6.850","6.940","6.700","2.97M","-0.58%"
"12/09/2024","6.950","7.090","7.120","6.900","2.86M","-1.56%"
"12/06/2024","7.060","7.070","7.280","7.010","4.46M","1.00%"
"12/05/2024","6.990","7.030","7.130","6.860","2.46M","-1.83%"
"12/04/2024","7.120","7.300","7.450","7.100","3.49M","-2.86%"
