"Date","Price","Open","High","Low","Vol.","Change %"
"09/07/2023","3.370","3.420","3.420","3.270","2.07M","-3.99%"
"09/06/2023","3.510","3.580","3.615","3.380","3.48M","-3.04%"
"09/05/2023","3.620","3.520","3.710","3.480","3.46M","2.84%"
"09/01/2023","3.520","3.670","3.750","3.510","3.60M","-2.22%"
"08/31/2023","3.600","3.630","3.710","3.560","5.33M","0.56%"
"08/30/2023","3.580","3.310","3.640","3.310","3.80M","7.51%"
"08/29/2023","3.330","3.330","3.440","3.270","2.92M","0.30%"
"08/28/2023","3.320","3.350","3.400","3.290","1.88M","0.30%"
"08/25/2023","3.310","3.290","3.440","3.190","2.62M","1.22%"
"08/24/2023","3.270","3.350","3.415","3.180","2.31M","-1.80%"
"08/23/2023","3.330","3.300","3.435","3.220","2.80M","2.15%"
"08/22/2023","3.260","3.140","3.300","3.140","3.20M","4.49%"
"08/21/2023","3.120","3.090","3.240","3.050","2.94M","1.30%"
"08/18/2023","3.080","3.100","3.120","2.945","4.09M","-2.22%"
"08/17/2023","3.150","3.350","3.385","3.130","3.70M","-5.97%"
"08/16/2023","3.350","3.500","3.500","3.320","2.64M","-3.18%"
"08/15/2023","3.460","3.560","3.620","3.410","2.94M","-5.21%"
"08/14/2023","3.650","3.640","3.730","3.585","2.22M","-1.88%"
"08/11/2023","3.720","3.620","3.730","3.550","2.80M","0.81%"
"08/10/2023","3.690","3.760","3.820","3.610","2.78M","-0.54%"
"08/09/2023","3.710","3.850","3.880","3.640","2.60M","-3.64%"
"08/08/2023","3.850","3.710","3.860","3.250","6.75M","-3.02%"
"08/07/2023","3.970","4.120","4.170","3.610","5.29M","-2.22%"
"08/04/2023","4.060","4.310","4.370","3.970","3.68M","-6.67%"
"08/03/2023","4.350","4.110","4.380","4.060","3.19M","5.07%"
"08/02/2023","4.140","4.010","4.180","3.940","1.96M","0.00%"
"08/01/2023","4.140","4.120","4.170","3.995","1.57M","-1.19%"
"07/31/2023","4.190","4.250","4.305","4.110","2.65M","-0.95%"
"07/28/2023","4.230","4.150","4.320","4.090","2.65M","6.55%"
"07/27/2023","3.970","4.490","4.490","3.880","3.37M","-10.18%"
"07/26/2023","4.420","4.190","4.470","4.190","2.86M","5.49%"
"07/25/2023","4.190","3.900","4.410","3.900","5.67M","5.28%"
"07/24/2023","3.980","3.610","3.980","3.610","3.42M","10.86%"
"07/21/2023","3.590","3.670","3.700","3.540","2.95M","-1.37%"
"07/20/2023","3.640","3.720","3.720","3.570","2.60M","-3.19%"
"07/19/2023","3.760","4.060","4.090","3.570","5.58M","-7.84%"
"07/18/2023","4.080","4.050","4.120","3.890","2.57M","4.62%"
"07/17/2023","3.900","3.900","3.990","3.810","2.26M","0.00%"
"07/14/2023","3.900","4.050","4.160","3.815","4.02M","-5.80%"
"07/13/2023","4.140","3.900","4.140","3.845","5.57M","5.61%"
"07/12/2023","3.920","3.700","4.010","3.610","8.81M","11.05%"
"07/11/2023","3.530","3.260","3.550","3.250","3.14M","9.29%"
"07/10/2023","3.230","3.300","3.345","3.205","2.10M","-1.22%"
"07/07/2023","3.270","3.200","3.350","3.200","1.86M","1.24%"
"07/06/2023","3.230","3.250","3.275","3.120","2.18M","-2.71%"
"07/05/2023","3.320","3.590","3.630","3.300","3.39M","-9.78%"
"07/03/2023","3.680","3.520","3.700","3.520","1.39M","5.14%"
"06/30/2023","3.500","3.660","3.680","3.435","3.04M","-2.23%"
"06/29/2023","3.580","3.480","3.749","3.480","3.70M","1.99%"
"06/28/2023","3.510","3.420","3.605","3.380","3.56M","2.93%"
"06/27/2023","3.410","3.240","3.420","3.142","6.00M","7.23%"
"06/26/2023","3.180","3.030","3.250","3.030","2.27M","3.58%"
"06/23/2023","3.070","3.060","3.160","3.040","6.67M","-2.23%"
"06/22/2023","3.140","3.170","3.190","3.055","3.84M","-1.26%"
"06/21/2023","3.180","3.170","3.240","3.070","4.67M","0.00%"
"06/20/2023","3.180","3.340","3.435","3.050","5.98M","-5.07%"
"06/16/2023","3.350","3.400","3.460","3.295","4.96M","-1.18%"
"06/15/2023","3.390","3.150","3.400","3.050","4.94M","4.63%"
"06/14/2023","3.240","3.300","3.370","3.130","5.77M","-0.61%"
"06/13/2023","3.260","3.500","3.580","3.240","9.71M","-8.94%"
"06/12/2023","3.580","3.560","3.710","3.500","4.11M","1.70%"
"06/09/2023","3.520","3.730","3.805","3.490","4.03M","-4.09%"
"06/08/2023","3.670","3.870","3.870","3.620","3.82M","-5.66%"
"06/07/2023","3.890","4.080","4.190","3.870","3.21M","-4.19%"
"06/06/2023","4.060","3.800","4.110","3.740","1.96M","5.73%"
"06/05/2023","3.840","3.890","3.960","3.820","1.51M","-1.54%"
"06/02/2023","3.900","3.710","3.900","3.680","2.02M","5.41%"
"06/01/2023","3.700","3.660","3.835","3.540","2.22M","0.00%"
"05/31/2023","3.700","3.320","3.700","3.320","7.14M","10.45%"
"05/30/2023","3.350","3.470","3.540","3.210","3.03M","-2.33%"
"05/26/2023","3.430","3.595","3.700","3.410","3.13M","-4.19%"
"05/25/2023","3.580","3.760","3.770","3.510","2.08M","-3.76%"
"05/24/2023","3.720","3.880","3.900","3.680","2.37M","-7.92%"
"05/23/2023","4.040","4.140","4.305","4.030","2.20M","-3.35%"
"05/22/2023","4.180","4.070","4.270","4.018","2.69M","2.70%"
"05/19/2023","4.070","4.210","4.260","4.050","2.72M","-3.33%"
"05/18/2023","4.210","4.050","4.230","4.010","3.17M","4.73%"
"05/17/2023","4.020","3.740","4.040","3.690","2.69M","8.36%"
"05/16/2023","3.710","3.820","3.860","3.630","1.87M","-4.13%"
"05/15/2023","3.870","3.690","3.900","3.650","1.97M","5.74%"
"05/12/2023","3.660","3.550","3.800","3.490","3.14M","3.10%"
"05/11/2023","3.550","3.680","3.970","3.535","5.51M","-6.08%"
"05/10/2023","3.780","3.540","3.950","3.410","11.58M","35.00%"
"05/09/2023","2.800","2.580","2.870","2.520","3.70M","6.06%"
"05/08/2023","2.640","2.490","2.650","2.450","3.39M","6.02%"
"05/05/2023","2.490","2.270","2.555","2.263","8.38M","13.70%"
"05/04/2023","2.190","2.160","2.250","2.081","4.98M","1.39%"
"05/03/2023","2.160","2.210","2.265","2.140","3.09M","-1.82%"
"05/02/2023","2.200","2.350","2.350","2.170","3.16M","-7.95%"
"05/01/2023","2.390","2.340","2.450","2.310","2.14M","2.14%"
"04/28/2023","2.340","2.210","2.380","2.185","3.63M","4.46%"
"04/27/2023","2.240","2.330","2.345","2.200","3.43M","-3.03%"
"04/26/2023","2.310","2.650","2.660","2.230","5.36M","-10.47%"
"04/25/2023","2.580","2.890","2.920","2.540","5.45M","-11.95%"
"04/24/2023","2.930","3.060","3.120","2.920","1.19M","-4.87%"
"04/21/2023","3.080","3.070","3.105","3.000","1.28M","0.98%"
"04/20/2023","3.050","3.080","3.205","3.050","1.18M","-2.87%"
"04/19/2023","3.140","3.060","3.220","3.035","1.89M","0.96%"
"04/18/2023","3.110","3.260","3.270","3.045","2.28M","-2.51%"
"04/17/2023","3.190","3.150","3.215","3.090","875.93K","1.92%"
"04/14/2023","3.130","3.170","3.185","3.040","1.55M","-0.63%"
"04/13/2023","3.150","3.110","3.205","3.090","1.15M","2.94%"
"04/12/2023","3.060","3.290","3.390","3.050","1.76M","-4.08%"
"04/11/2023","3.190","3.170","3.250","3.120","1.24M","1.92%"
"04/10/2023","3.130","3.140","3.175","3.015","2.24M","-2.19%"
"04/06/2023","3.200","3.120","3.230","3.070","1.93M","1.91%"
"04/05/2023","3.140","3.150","3.205","2.990","1.46M","-1.87%"
"04/04/2023","3.200","3.250","3.330","3.140","1.65M","-1.54%"
"04/03/2023","3.250","3.210","3.260","3.100","1.99M","0.62%"
"03/31/2023","3.230","3.090","3.290","3.060","2.89M","5.21%"
"03/30/2023","3.070","3.130","3.170","3.045","1.07M","0.33%"
"03/29/2023","3.060","2.990","3.060","2.930","1.07M","5.15%"
"03/28/2023","2.910","3.000","3.010","2.850","1.18M","-3.64%"
"03/27/2023","3.020","3.050","3.050","2.900","1.66M","0.67%"
"03/24/2023","3.000","2.900","3.070","2.880","1.53M","1.35%"
"03/23/2023","2.960","2.960","3.170","2.930","1.77M","0.34%"
"03/22/2023","2.950","3.120","3.180","2.940","2.11M","-6.65%"
"03/21/2023","3.160","3.000","3.210","2.940","2.34M","7.48%"
"03/20/2023","2.940","2.950","3.019","2.850","1.67M","-0.68%"
"03/17/2023","2.960","3.050","3.050","2.895","2.94M","-3.27%"
"03/16/2023","3.060","2.890","3.090","2.880","1.86M","3.03%"
"03/15/2023","2.970","2.760","2.990","2.740","2.33M","2.77%"
"03/14/2023","2.890","3.080","3.140","2.840","2.52M","-1.70%"
"03/13/2023","2.940","2.750","3.040","2.615","4.78M","3.16%"
"03/10/2023","2.850","2.920","2.930","2.760","3.30M","-3.06%"
"03/09/2023","2.940","3.290","3.310","2.930","1.97M","-10.91%"
"03/08/2023","3.300","3.240","3.330","3.160","1.42M","1.54%"
"03/07/2023","3.250","3.280","3.365","3.210","3.84M","-3.27%"
"03/06/2023","3.360","3.400","3.570","3.290","2.56M","-1.47%"
"03/03/2023","3.410","3.160","3.440","3.070","5.10M","12.91%"
"03/02/2023","3.020","3.080","3.090","2.820","3.40M","-0.98%"
"03/01/2023","3.050","3.360","3.420","2.800","6.72M","-15.51%"
"02/28/2023","3.610","3.560","3.680","3.500","2.05M","0.84%"
"02/27/2023","3.580","3.660","3.690","3.520","1.34M","-0.28%"
"02/24/2023","3.590","3.520","3.615","3.430","1.75M","-1.64%"
"02/23/2023","3.650","3.900","3.920","3.570","2.18M","-5.19%"
"02/22/2023","3.850","3.800","3.920","3.670","1.72M","1.58%"
"02/21/2023","3.790","3.780","3.980","3.710","2.18M","-2.32%"
"02/17/2023","3.880","4.090","4.137","3.745","2.73M","-6.73%"
"02/16/2023","4.160","4.260","4.360","4.080","2.58M","-5.67%"
"02/15/2023","4.410","4.170","4.420","4.155","2.08M","3.76%"
"02/14/2023","4.250","4.020","4.290","3.850","2.48M","3.16%"
"02/13/2023","4.120","3.730","4.260","3.695","3.82M","11.35%"
"02/10/2023","3.700","3.830","3.960","3.630","3.30M","-6.33%"
"02/09/2023","3.950","4.270","4.305","3.950","2.64M","-4.59%"
"02/08/2023","4.140","4.160","4.350","4.130","2.47M","-2.13%"
"02/07/2023","4.230","4.330","4.360","3.910","3.25M","-4.94%"
"02/06/2023","4.450","4.410","4.560","4.330","2.75M","-0.67%"
"02/03/2023","4.480","4.480","4.720","4.310","3.32M","-5.88%"
"02/02/2023","4.760","4.490","5.159","4.490","10.41M","7.94%"
"02/01/2023","4.410","4.030","4.450","3.900","3.98M","9.70%"
"01/31/2023","4.020","3.840","4.080","3.830","3.52M","6.63%"
"01/30/2023","3.770","3.940","3.960","3.750","3.66M","-5.51%"
"01/27/2023","3.990","3.650","4.120","3.650","6.63M","7.26%"
"01/26/2023","3.720","3.520","3.760","3.430","3.40M","6.59%"
"01/25/2023","3.490","3.210","3.500","3.160","3.31M","5.44%"
"01/24/2023","3.310","3.380","3.470","3.300","2.35M","-3.22%"
"01/23/2023","3.420","3.410","3.520","3.320","2.56M","0.29%"
"01/20/2023","3.410","3.150","3.440","3.022","2.32M","10.00%"
"01/19/2023","3.100","3.390","3.390","2.905","4.63M","-10.92%"
"01/18/2023","3.480","3.700","3.840","3.470","2.28M","-4.66%"
"01/17/2023","3.650","3.600","3.680","3.480","1.64M","1.39%"
"01/13/2023","3.600","3.540","3.700","3.480","2.23M","-1.10%"
"01/12/2023","3.640","3.340","3.650","3.200","3.80M","8.98%"
"01/11/2023","3.340","3.000","3.390","2.985","5.03M","10.96%"
"01/10/2023","3.010","2.790","3.010","2.680","2.82M","7.50%"
"01/09/2023","2.800","2.550","2.905","2.500","3.82M","11.55%"
"01/06/2023","2.510","2.450","2.510","2.290","1.96M","5.02%"
"01/05/2023","2.390","2.390","2.455","2.310","2.96M","-2.45%"
"01/04/2023","2.450","2.300","2.535","2.250","3.55M","10.36%"
"01/03/2023","2.220","2.350","2.540","2.200","2.43M","-4.72%"
"12/30/2022","2.330","2.150","2.370","2.130","2.55M","5.91%"
"12/29/2022","2.200","2.080","2.200","2.010","2.05M","7.84%"
"12/28/2022","2.040","2.090","2.130","2.000","1.87M","-2.86%"
"12/27/2022","2.100","2.230","2.230","2.070","1.33M","-6.67%"
"12/23/2022","2.250","2.240","2.300","2.170","1.50M","0.45%"
"12/22/2022","2.240","2.290","2.310","2.130","2.25M","-5.88%"
"12/21/2022","2.380","2.380","2.440","2.295","1.58M","2.59%"
"12/20/2022","2.320","2.410","2.420","2.270","2.33M","-3.73%"
"12/19/2022","2.410","2.620","2.620","2.400","1.58M","-9.74%"
"12/16/2022","2.670","2.520","2.680","2.501","3.21M","3.89%"
"12/15/2022","2.570","2.710","2.785","2.570","1.90M","-8.87%"
"12/14/2022","2.820","2.640","2.830","2.620","2.79M","6.42%"
"12/13/2022","2.650","2.875","3.050","2.600","2.73M","0.38%"
"12/12/2022","2.640","2.550","2.645","2.470","2.00M","2.72%"
"12/09/2022","2.570","2.540","2.620","2.450","1.20M","-1.15%"
"12/08/2022","2.600","2.630","2.820","2.510","1.65M","-1.52%"
"12/07/2022","2.640","2.720","2.755","2.569","2.59M","-4.35%"
"12/06/2022","2.760","2.910","2.930","2.740","1.56M","-5.15%"
"12/05/2022","2.910","3.200","3.270","2.900","1.79M","-11.01%"
"12/02/2022","3.270","3.040","3.310","2.980","2.23M","1.87%"
"12/01/2022","3.210","2.990","3.220","2.970","3.48M","7.36%"
"11/30/2022","2.990","2.710","2.990","2.610","3.49M","11.15%"
"11/29/2022","2.690","2.700","2.810","2.680","1.43M","-0.37%"
"11/28/2022","2.700","2.800","2.950","2.700","1.30M","-5.59%"
"11/25/2022","2.860","2.750","2.860","2.725","564.81K","1.42%"
"11/23/2022","2.820","2.780","2.850","2.690","1.44M","2.17%"
"11/22/2022","2.760","2.720","2.780","2.575","1.71M","2.22%"
"11/21/2022","2.700","2.750","2.770","2.565","2.08M","-3.57%"
"11/18/2022","2.800","3.040","3.045","2.760","2.26M","-5.08%"
"11/17/2022","2.950","3.020","3.020","2.840","2.41M","-3.91%"
"11/16/2022","3.070","3.320","3.360","3.060","2.63M","-10.23%"
"11/15/2022","3.420","3.330","3.569","3.330","6.36M","6.21%"
"11/14/2022","3.220","3.420","3.515","3.210","4.67M","-8.00%"
"11/11/2022","3.500","2.230","4.210","2.181","33.70M","44.03%"
"11/10/2022","2.430","2.040","2.440","2.040","6.80M","31.35%"
"11/09/2022","1.850","2.030","2.030","1.840","2.90M","-9.31%"
"11/08/2022","2.040","2.100","2.150","1.990","3.88M","-2.86%"
"11/07/2022","2.100","2.250","2.270","2.025","3.33M","-6.25%"
"11/04/2022","2.240","2.310","2.320","2.145","2.70M","-0.44%"
"11/03/2022","2.250","2.300","2.410","2.250","2.58M","-4.66%"
"11/02/2022","2.360","2.530","2.610","2.351","3.02M","-7.45%"
"11/01/2022","2.550","2.700","2.770","2.540","1.88M","-3.41%"
"10/31/2022","2.640","2.530","2.660","2.530","3.12M","5.18%"
"10/28/2022","2.510","2.670","2.710","2.480","4.22M","-8.39%"
"10/27/2022","2.740","2.780","2.795","2.680","1.99M","1.86%"
"10/26/2022","2.690","2.600","2.800","2.585","2.11M","1.89%"
"10/25/2022","2.640","2.290","2.695","2.290","3.72M","15.79%"
"10/24/2022","2.280","2.480","2.480","2.210","2.61M","-7.32%"
"10/21/2022","2.460","2.480","2.490","2.325","1.97M","-0.81%"
"10/20/2022","2.480","2.480","2.670","2.435","2.52M","-0.80%"
"10/19/2022","2.500","2.710","2.750","2.460","2.38M","-8.76%"
"10/18/2022","2.740","2.800","2.885","2.630","3.56M","1.48%"
"10/17/2022","2.700","2.560","2.700","2.430","2.67M","9.76%"
"10/14/2022","2.460","2.740","2.820","2.450","1.88M","-8.89%"
"10/13/2022","2.700","2.600","2.730","2.420","3.59M","-0.37%"
"10/12/2022","2.710","2.920","2.920","2.680","4.13M","-7.51%"
"10/11/2022","2.930","2.770","2.940","2.620","3.90M","5.78%"
"10/10/2022","2.770","2.910","2.910","2.740","3.85M","-3.48%"
"10/07/2022","2.870","2.850","3.009","2.740","4.32M","-3.04%"
"10/06/2022","2.960","2.650","3.225","2.640","12.61M","16.08%"
"10/05/2022","2.550","2.550","2.625","2.460","2.35M","-3.04%"
"10/04/2022","2.630","2.550","2.680","2.510","7.47M","7.79%"
"10/03/2022","2.440","2.370","2.465","2.270","2.48M","5.17%"
"09/30/2022","2.320","2.360","2.435","2.310","2.19M","-0.43%"
"09/29/2022","2.330","2.520","2.560","2.300","2.26M","-10.38%"
"09/28/2022","2.600","2.330","2.640","2.320","4.63M","11.59%"
"09/27/2022","2.330","2.360","2.500","2.290","3.19M","1.75%"
"09/26/2022","2.290","2.340","2.495","2.280","3.34M","-2.55%"
"09/23/2022","2.350","2.230","2.400","2.230","4.00M","2.62%"
"09/22/2022","2.290","2.410","2.435","2.260","4.50M","-6.15%"
"09/21/2022","2.440","2.560","2.620","2.430","3.28M","-3.56%"
"09/20/2022","2.530","2.680","2.680","2.500","5.24M","-5.95%"
"09/19/2022","2.690","2.810","2.850","2.675","8.85M","-6.92%"
"09/16/2022","2.890","3.080","3.100","2.840","21.11M","-8.54%"
"09/15/2022","3.160","3.030","3.290","3.030","4.28M","3.27%"
"09/14/2022","3.060","3.030","3.120","2.900","5.37M","0.66%"
"09/13/2022","3.040","3.200","3.225","3.030","4.55M","-10.06%"
"09/12/2022","3.380","3.210","3.380","3.200","3.09M","5.63%"
"09/09/2022","3.200","3.000","3.200","3.000","3.82M","8.11%"
"09/08/2022","2.960","2.850","2.980","2.845","3.74M","1.72%"
"09/07/2022","2.910","2.810","2.960","2.770","4.64M","3.19%"
"09/06/2022","2.820","2.800","2.890","2.745","5.83M","2.55%"
"09/02/2022","2.750","2.890","2.970","2.740","3.30M","-2.14%"
"09/01/2022","2.810","2.820","2.870","2.610","5.22M","-1.75%"
"08/31/2022","2.860","3.130","3.175","2.840","5.55M","-8.04%"
"08/30/2022","3.110","3.180","3.270","3.050","2.81M","-2.20%"
"08/29/2022","3.180","3.200","3.310","3.170","3.32M","-2.15%"
"08/26/2022","3.250","3.270","3.300","3.085","4.71M","-0.31%"
"08/25/2022","3.260","3.290","3.340","3.170","2.75M","-0.61%"
"08/24/2022","3.280","3.220","3.385","3.220","3.24M","2.18%"
"08/23/2022","3.210","3.340","3.428","3.200","4.97M","-3.89%"
"08/22/2022","3.340","3.590","3.620","3.330","3.35M","-7.73%"
"08/19/2022","3.620","3.940","3.940","3.610","3.99M","-10.84%"
"08/18/2022","4.060","4.020","4.120","3.860","5.99M","2.53%"
"08/17/2022","3.960","4.320","4.320","3.880","5.11M","-11.01%"
"08/16/2022","4.450","4.190","4.680","3.930","7.67M","-4.91%"
"08/15/2022","4.680","4.640","4.700","4.405","4.50M","-0.43%"
"08/12/2022","4.700","4.740","4.770","4.550","2.61M","1.08%"
"08/11/2022","4.650","4.840","4.905","4.630","3.33M","-1.90%"
"08/10/2022","4.740","4.530","4.940","4.527","2.88M","7.73%"
"08/09/2022","4.400","4.620","4.620","4.150","6.42M","-4.35%"
"08/08/2022","4.600","4.140","4.670","4.111","4.18M","12.20%"
"08/05/2022","4.100","3.880","4.110","3.650","7.82M","4.86%"
"08/04/2022","3.910","3.970","4.040","3.885","1.92M","-1.51%"
"08/03/2022","3.970","3.860","4.010","3.815","2.34M","3.12%"
"08/02/2022","3.850","3.780","3.960","3.740","2.49M","-0.26%"
"08/01/2022","3.860","3.750","3.860","3.530","2.69M","1.05%"
"07/29/2022","3.820","3.810","3.940","3.760","1.77M","-1.29%"
"07/28/2022","3.870","3.720","3.880","3.590","2.30M","3.75%"
"07/27/2022","3.730","3.500","3.770","3.400","2.40M","6.57%"
"07/26/2022","3.500","3.580","3.600","3.360","2.48M","-3.58%"
"07/25/2022","3.630","3.680","3.790","3.600","2.79M","-1.09%"
"07/22/2022","3.670","3.830","3.845","3.640","3.51M","-4.43%"
"07/21/2022","3.840","3.950","3.990","3.700","4.31M","-7.47%"
"07/20/2022","4.150","4.140","4.330","4.075","2.88M","0.00%"
"07/19/2022","4.150","4.090","4.250","4.020","1.95M","3.23%"
"07/18/2022","4.020","4.140","4.290","3.980","2.04M","-1.23%"
"07/15/2022","4.070","4.020","4.110","3.860","2.20M","4.09%"
"07/14/2022","3.910","4.150","4.190","3.870","3.23M","-8.00%"
"07/13/2022","4.250","4.140","4.340","3.940","2.87M","-0.23%"
"07/12/2022","4.260","4.230","4.365","4.115","2.88M","1.19%"
"07/11/2022","4.210","4.520","4.570","4.180","1.92M","-7.47%"
"07/08/2022","4.550","4.510","4.680","4.430","2.21M","-0.87%"
"07/07/2022","4.590","4.430","4.600","4.360","2.36M","4.79%"
"07/06/2022","4.380","4.340","4.430","4.230","2.78M","-0.45%"
"07/05/2022","4.400","3.900","4.410","3.870","4.00M","9.73%"
"07/01/2022","4.010","3.590","4.010","3.590","3.38M","11.08%"
"06/30/2022","3.610","3.430","3.610","3.315","3.67M","2.27%"
"06/29/2022","3.530","3.620","3.670","3.460","3.24M","-4.08%"
"06/28/2022","3.680","3.840","3.940","3.640","3.17M","-3.16%"
"06/27/2022","3.800","4.060","4.110","3.760","4.59M","-6.40%"
"06/24/2022","4.060","4.240","4.320","4.030","34.04M","-1.93%"
"06/23/2022","4.140","3.950","4.180","3.880","4.43M","5.34%"
"06/22/2022","3.930","3.860","4.130","3.810","4.43M","-1.26%"
"06/21/2022","3.980","3.920","4.225","3.800","8.09M","4.74%"
"06/17/2022","3.800","3.650","3.900","3.560","4.84M","5.56%"
"06/16/2022","3.600","3.910","3.990","3.580","6.07M","-11.76%"
"06/15/2022","4.080","4.300","4.420","4.030","8.79M","-4.23%"
"06/14/2022","4.260","4.790","4.835","4.170","5.20M","-10.50%"
"06/13/2022","4.760","4.990","5.010","4.740","4.27M","-10.86%"
"06/10/2022","5.340","5.450","5.450","5.250","3.32M","-4.47%"
"06/09/2022","5.590","6.110","6.180","5.550","2.93M","-9.69%"
"06/08/2022","6.190","6.070","6.325","6.041","2.56M","1.64%"
"06/07/2022","6.090","6.300","6.330","5.920","3.65M","-4.99%"
"06/06/2022","6.410","6.550","6.880","6.250","4.65M","2.23%"
"06/03/2022","6.270","6.460","6.710","6.220","4.76M","-6.14%"
"06/02/2022","6.680","5.960","6.770","5.960","5.29M","11.15%"
"06/01/2022","6.010","5.860","6.290","5.860","5.00M","2.56%"
"05/31/2022","5.860","5.930","6.020","5.615","22.01M","-2.50%"
"05/27/2022","6.010","5.450","6.170","5.406","6.36M","12.13%"
"05/26/2022","5.360","5.300","5.535","5.220","3.48M","1.13%"
"05/25/2022","5.300","5.200","5.430","5.200","3.51M","0.76%"
"05/24/2022","5.260","5.580","5.710","5.250","3.20M","-8.20%"
"05/23/2022","5.730","5.530","5.790","5.455","3.47M","4.37%"
"05/20/2022","5.490","5.630","5.835","5.350","3.89M","-0.54%"
"05/19/2022","5.520","5.240","5.590","5.240","4.11M","6.98%"
"05/18/2022","5.160","5.280","5.560","5.080","3.13M","-3.73%"
"05/17/2022","5.360","5.360","5.510","5.200","3.43M","1.71%"
"05/16/2022","5.270","5.300","5.590","5.160","5.65M","-3.30%"
"05/13/2022","5.450","4.770","5.505","4.640","17.02M","21.92%"
"05/12/2022","4.470","4.150","4.610","4.000","5.66M","6.18%"
"05/11/2022","4.210","4.040","4.300","3.970","9.73M","3.95%"
"05/10/2022","4.050","4.710","4.740","3.760","11.09M","-11.76%"
"05/09/2022","4.590","5.170","5.190","4.550","3.78M","-13.07%"
"05/06/2022","5.280","5.400","5.485","5.085","2.55M","-3.30%"
"05/05/2022","5.460","5.750","5.800","5.310","2.07M","-6.83%"
"05/04/2022","5.860","5.790","5.890","5.345","2.01M","2.27%"
"05/03/2022","5.730","5.530","5.815","5.360","2.45M","3.43%"
"05/02/2022","5.540","5.360","5.560","5.260","2.90M","2.03%"
"04/29/2022","5.430","5.690","5.900","5.420","2.27M","-6.22%"
"04/28/2022","5.790","5.640","5.910","5.410","1.99M","3.39%"
"04/27/2022","5.600","5.500","5.795","5.450","2.08M","2.00%"
"04/26/2022","5.490","5.640","5.700","5.390","2.17M","-4.19%"
"04/25/2022","5.730","5.710","5.853","5.580","2.58M","-1.88%"
"04/22/2022","5.840","6.400","6.400","5.690","3.94M","-12.44%"
"04/21/2022","6.670","7.000","7.010","6.490","3.33M","-2.06%"
"04/20/2022","6.810","6.360","7.090","6.210","3.34M","7.41%"
"04/19/2022","6.340","6.000","6.460","5.940","1.93M","6.02%"
"04/18/2022","5.980","5.910","6.110","5.710","2.73M","-0.33%"
"04/14/2022","6.000","6.490","6.560","5.940","2.07M","-7.55%"
"04/13/2022","6.490","6.750","6.800","6.400","3.87M","-4.42%"
"04/12/2022","6.790","6.830","7.160","6.755","4.86M","1.34%"
"04/11/2022","6.700","6.380","6.850","6.320","3.69M","2.13%"
"04/08/2022","6.560","6.700","6.775","6.460","1.20M","-2.67%"
"04/07/2022","6.740","6.810","6.945","6.510","1.34M","-1.32%"
"04/06/2022","6.830","6.890","7.020","6.580","1.67M","-6.69%"
"04/05/2022","7.320","7.780","7.850","7.310","1.24M","-5.67%"
"04/04/2022","7.760","7.370","7.965","7.350","1.41M","5.01%"
"04/01/2022","7.390","7.920","7.980","7.220","2.57M","-5.98%"
"03/31/2022","7.860","7.890","8.025","7.835","1.54M","-1.26%"
"03/30/2022","7.960","8.210","8.259","7.850","1.45M","-4.10%"
"03/29/2022","8.300","7.930","8.350","7.890","2.55M","5.46%"
"03/28/2022","7.870","7.610","7.880","7.580","1.93M","3.42%"
"03/25/2022","7.610","7.440","7.715","7.380","2.44M","1.33%"
"03/24/2022","7.510","7.250","7.510","7.045","1.78M","4.45%"
"03/23/2022","7.190","7.300","7.505","7.140","1.30M","-3.36%"
"03/22/2022","7.440","6.670","7.620","6.630","2.58M","13.24%"
"03/21/2022","6.570","6.650","6.810","6.470","1.28M","-2.67%"
"03/18/2022","6.750","6.360","6.870","6.360","1.40M","4.81%"
"03/17/2022","6.440","6.240","6.630","6.240","1.34M","2.38%"
"03/16/2022","6.290","5.930","6.385","5.900","5.05M","7.52%"
"03/15/2022","5.850","5.780","6.030","5.580","1.95M","-0.17%"
"03/14/2022","5.860","6.380","6.380","5.840","2.00M","-9.98%"
"03/11/2022","6.510","6.920","6.970","6.350","1.84M","-5.38%"
"03/10/2022","6.880","7.000","7.140","6.500","4.64M","-5.62%"
"03/09/2022","7.290","6.880","7.290","6.880","4.34M","9.95%"
"03/08/2022","6.630","6.560","6.930","6.390","2.96M","0.00%"
"03/07/2022","6.630","6.990","7.020","6.530","2.38M","-5.01%"
"03/04/2022","6.980","7.450","7.560","6.800","1.92M","-6.43%"
"03/03/2022","7.460","7.560","7.680","7.190","3.54M","-1.32%"
"03/02/2022","7.560","7.320","7.575","7.280","1.28M","2.16%"
"03/01/2022","7.400","7.550","7.670","7.360","1.93M","-2.76%"
"02/28/2022","7.610","7.610","7.725","7.390","1.58M","-0.52%"
"02/25/2022","7.650","7.800","7.810","7.300","7.94M","-2.80%"
"02/24/2022","7.870","6.950","7.920","6.910","5.33M","7.07%"
"02/23/2022","7.350","7.780","7.880","7.250","4.12M","-4.92%"
"02/22/2022","7.730","8.070","8.220","7.470","6.05M","-6.87%"
"02/18/2022","8.300","8.830","8.830","8.092","6.83M","-7.37%"
"02/17/2022","8.960","8.290","9.185","8.230","5.84M","5.41%"
"02/16/2022","8.500","8.800","8.800","8.370","1.62M","-3.41%"
"02/15/2022","8.800","8.470","8.840","8.440","1.97M","5.52%"
"02/14/2022","8.340","8.360","8.680","8.300","1.29M","-0.60%"
